COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
5241-6						t i ¹										
3398-6						ȶ o t ¹										
2357-6						Ø i ŋ ¹										
3696-6						ⁿd u ¹										
1610-6						Ø aː ŋ ¹										
10716-6						p aː Ø ¹										
5722-6						h aː n ¹										
3317-6						ɕ Ø u ¹										
4142-6						h ə t ¹										
5705-6						Ø j u p ¹										
5980-6						q u Ø ¹										
6242-6						Ø j ai ¹										
1344-6						l aː ŋ ¹										
3194-6						Ø aːi ¹										
4411-6						Ø u p ¹										
7419-6						ˀȵ a ¹										
6070-6						ⁿd e ¹										
6139-6						Ø a n ¹										
6158-6						Ø j a ¹										
10295-6						ˀȵ Ø aː ŋ ¹										
2821-6						l j aː n ¹										
3293-6						ŋ w aː ŋ ¹										
4999-6						Ø w a ¹										
4039-6						m i t ¹										
10273-6						Ø u ¹										
4056-6						h ə n ¹										
10503-6						Ø Ø aː ŋ ¹										
10764-6						n Ø i ¹										
10765-6						Ø j aː k ¹										
2248-6						Ø aːi ¹										
2266-6						Ø e ¹										
3713-6						Ø u ŋ ¹										
8399-6						Ø a ¹										
9782-6						Ø ə t ¹										
8922-6						q au ¹										
9426-6						ⁿd o ¹										
7936-6						ⁿd a m ¹										
7799-6						j u ¹										
9855-6						l i n ¹										
9751-6						p j aː k ¹										
1037-6						ʁ aːi ¹										
10733-6						ʔ ai ¹										
5520-6						ⁿd j o ŋ ¹										
1367-6						l i ŋ ¹										
4124-6						Ø e ¹										
4218-6						Ø j a ¹										
6053-6						ˀn a ŋ ¹										
6916-6						s ə n ¹										
2446-6						p i ¹										
6469-6						Ø u m ¹										
6510-6						Ø Ø aː n ¹										
3414-6						m̥ j aː n ¹										
2889-6						l j Ø ¹										
4707-6						Ø j a Ø ¹										
7418-6						q u m ¹										
5099-6						Ø aː n ¹										
401-6						n̥ o ¹										
5910-6						t i n ¹										
3351-6						t e ¹										
10482-6						j aːu ¹										
5688-6						n̥ o ¹										
4497-6						ʔ Ø ¹										
2622-6						m j a ¹										
4998-6						h aːi ¹										
2341-6						q e ¹										
10884-6						Ø e ŋ ¹										
7208-6						h i ¹										
3765-6						Ø e ¹										
7734-6						ʔ j aː m ¹										
7902-6						h aː t ¹										
8731-6						t aː p ¹										
8968-6						ʔ a n ¹										
8414-6						Ø j aː m ¹										
9738-6						s i t ¹										
9632-6						m̥ a ¹										
9382-6						k Ø ¹										
9916-6						k u n ¹										
1-6						ⁿd j u ¹										
6260-6						t au ¹										
7245-6						Ø aː k ¹										
6544-6						k u p ¹										
6105-6						Ø j ə n ¹										
3500-6						q a m ¹										
1570-6						q e ŋ ¹										
6122-6						j j u ¹										
2305-6						j u t ¹										
2856-6						Ø ə ¹										
9181-6						t i ŋ ¹										
8985-6						n̥ ai ¹										
9951-6						l j u ¹										
8140-6						ˀn j a p ¹										
9115-6						ȶ Ø ¹										
8108-6						Ø Ø ə t ¹										
7888-6						p ai ¹										
7638-6						ˀȵ Ø o n ¹										
9887-6						p j a ¹										
9834-6						Ø j e t ¹										
8192-6						t o m ¹										
5981-6						l u ¹										
434-6						Ø a ¹										
10619-6						ɕ ai ¹										
6882-7							Ø Ø t ¹									
6485-7							Ø Ø n ¹									
4690-7							m o n ¹									
5671-7							Ø Ø n ¹									
4272-7							l aː p ¹									
10935-7							Ø e ¹									
4760-7							n j Ø n ¹									
1881-7							Ø a n ¹									
4777-7							ɕ Ø t ¹									
10969-7							Ø a n ¹									
10970-7							ˀd u ¹									
10206-7							Ø a n ¹									
6565-7							k w a n ¹									
1281-7							ʔ j e n ¹									
10569-7							n a m ¹									
6899-7							Ø j u ŋ ¹									
7081-7							k Ø ¹									
4090-7							ˀd a m ¹									
2197-7							Ø u m ¹									
3352-7							t i ¹									
3892-7							ɕ Ø t ¹									
1071-7							q aː m ¹									
10313-7							m ai ¹									
2671-7							ˀd j Ø t ¹									
5502-7							Ø aː k ¹									
7382-7							ˀd u n ¹									
932-7							ts i ŋ ¹									
533-7							m ai ¹									
4159-7							Ø a ¹									
2804-7							n u k ¹									
5451-7							ɣ ai ¹									
5773-7							ʔ Ø ¹									
6933-7							ʔ Ø ¹									
4657-7							ʔ Ø ¹									
4658-7							Ø j Ø ŋ ¹									
6966-7							Ø i ¹									
5351-7							ɣ a ¹									
4073-7							ˀd aːi ¹									
2163-7							m j aː ŋ ¹									
1121-7							Ø Ø a ¹									
5790-7							Ø aː ŋ ¹									
10413-7							m a ¹									
6731-7							m a ¹									
1645-7							m a ¹									
4914-7							m a ¹									
6175-7							ŋ a ¹									
3092-7							s i ŋ ¹									
1247-7							l j Ø n ¹									
5620-7							ɕ j u ¹									
4897-7							q a ¹									
4811-7							Ø aː ŋ ¹									
1213-7							q aːi ¹									
11019-7							q aː ŋ ¹									
11020-7							q aːi ¹									
2129-7							ʔ e p ¹									
3211-7							ŋ aː n ¹									
714-7							n o k ¹									
1729-7							q a ¹									
3679-7							m a ¹									
1054-7							m Ø ¹									
7448-7							m u m ¹									
582-7							m Ø i ¹									
4743-7							m o n ¹									
5419-7							l j Ø n ¹									
5601-7							m i n ¹									
2705-7							m o m ¹									
6381-7							ˀd o ŋ ¹									
1017-7							m a ¹									
645-7							l u k ¹									
273-7							m Ø t ¹									
4338-7							ˀd j a k ¹									
2533-7							k i ¹									
1089-7							Ø u p ¹									
843-7							n a n ¹									
2787-7							Ø a t ¹									
4462-7							ˀn u n ¹									
10918-7							Ø a n ¹									
6582-7							Ø Ø ¹									
2070-7							k a ¹									
3075-7							ˀd aː k ¹									
10848-7							Ø a ¹									
2480-7							ts Ø n ¹									
2214-7							k ai ¹									
7225-7							Ø Ø t ¹									
3515-7							p j a m ¹									
2588-7							ts Ø n ¹									
2908-7							p j aː k ¹									
2393-7							ˀn a ¹									
1156-7							ŋ ai ¹									
2374-7							ˀd a ¹									
2146-7							Ø a ¹									
5133-7							ˀn a ŋ ¹									
4981-7							m u k ¹									
10239-7							m a ¹									
599-7							n j u t ¹									
5048-7							q o ¹									
6331-7							Ø a ¹									
290-7							Ø i n ¹									
311-7							Ø aː k ¹									
3430-7							m j a ¹									
5369-7							m j a ¹									
2749-7							ts o n ¹									
2621-7							l j a p ¹									
1181-7							t a k ¹									
949-7							t j u ¹									
2839-7							t i n ¹									
861-7							l aː k ¹									
6773-7							l aː k ¹									
5739-7							l aː k ¹									
5740-7							Ø Ø t ¹									
3550-7							ɕ u m ¹									
4445-7							p u t ¹									
680-7							l o ŋ ¹									
817-7							t Ø n ¹									
782-7							Ø j aː t ¹									
10396-7							ˀn j u ¹									
4606-7							n aː n ¹									
5207-7							m a n ¹									
7280-7							ts Ø a ¹									
6983-7							ʔ j u t ¹									
5168-7							p u ŋ ¹									
1264-7							ts u ¹									
915-7							t Ø ¹									
1767-7							ts u ŋ ¹									
10901-7							k w e ŋ ¹									
10867-7							ˀd o ŋ ¹									
417-7							k w aː n ¹									
2285-7							Ø Ø e ¹									
11002-7							ʔ i t ¹									
6348-7							m ai ¹									
6349-7							q aː n ¹									
10602-7							Ø Ø n ¹									
5654-7							m j e n ¹									
880-7							l e ¹									
983-7							Ø aː n ¹									
2033-7							t o ¹									
1433-7							ʔ j a ¹									
1467-7							ˀd u k ¹									
469-7							t j u m ¹									
3127-7							m j a ¹									
4623-7							Ø a ¹									
7099-7							l j Ø k ¹									
4726-7							ɕ e n ¹									
10465-7							m aː n ¹									
5519-7							Ø Ø n ¹									
5893-7							Ø Ø u n ¹									
2857-7							t i n ¹									
3645-7							ɣ aː n ¹									
3032-7							Ø j Ø n ¹									
2088-7							Ø j a n ¹									
2463-7							p u ¹									
4794-7							n i ¹									
4569-7							l u ŋ ¹									
4586-7							ts u ¹									
4552-7							p a ¹									
3228-7							q o ŋ ¹									
3245-7							j a ¹									
6651-7							l aː k ¹									
6652-7							Ø aː n ¹									
1817-7							l aː k ¹									
1818-7							Ø j aː k ¹									
11052-7							n u ¹									
1230-7							l aː k ¹									
3380-7							Ø e k ¹									
8174-7							ɣ u m ¹									
8599-7							p j a m ¹									
7782-7							ˀd j ai ¹									
8294-7							l i k ¹									
8514-7							Ø aːi ¹									
9669-7							l j a k ¹									
8531-7							p aːi ¹									
7954-7							ʔ u k ¹									
9968-7							Ø aː m ¹									
8040-7							t a ¹									
9304-7							ts i ¹									
8345-7							t o k ¹									
8765-7							ts o k ¹									
8849-7							Ø e ŋ ¹									
9286-7							k w aː ŋ ¹									
9581-7							n u n ¹									
9267-7							l Ø a ¹									
8497-7							ts Ø n ¹									
7602-7							ʔ aː p ¹									
8431-7							Ø j Ø n ¹									
10036-7							Ø u k ¹									
10019-7							l a k ¹									
9216-7							n e ¹									
8074-7							q a t ¹									
9511-7							p a n ¹									
8243-7							ʔ j a m ¹									
9250-7							t j e m ¹									
7568-7							Ø aːi ¹									
8832-7							k u ¹									
8057-7							ŋ e ¹									
7716-7							Ø u p ¹									
9899-7							ts i ¹									
7585-7							Ø Ø ¹									
8582-7							m j a ¹									
9097-7							l a m ¹									
10125-7							Ø a ¹									
9460-7							l aːi ¹									
9649-7							Ø u t ¹									
9870-7							ŋ a p ¹									
8680-7							ŋ a m ¹									
7699-7							ts i t ¹									
9001-7							ŋ w a t ¹									
9494-7							t i p ¹									
7666-7							ɕ Ø n ¹									
9598-7							t a k ¹									
8023-7							q u m ¹									
9053-7							ɣ Ø u t ¹									
10091-7							Ø Ø k ¹									
10002-7							Ø j aːu ¹									
7765-7							t aːu ¹									
8800-7							m e ¹									
9934-7							k a ¹									
9985-7							ʔ aːu ¹									
7850-7							t aː p ¹									
7816-7							ʔ a m ¹									
8663-7							ʔ u m ¹									
8697-7							ts i t ¹									
9615-7							Ø j a n ¹									
8362-7							t Ø t ¹									
8091-7							t ai ¹									
8748-7							Ø a ¹									
22-7							Ø aːu ¹									
11084-7							s aːu ¹									
7365-7							n aːi ¹									
4201-7							s Ø i ¹									
5841-7							Ø a ¹									
4640-7							t a ¹									
662-7							l Ø n ¹									
384-7							Ø aːu ¹									
5151-7							m e ¹									
1399-7							t o ¹									
5259-7							ʔ j Ø t ¹									
10353-7							ɣ a ¹									
10370-7							Ø i ¹									
7401-7							Ø aː m ¹									
2958-7							ɕ i ¹									
2770-7							ŋ o ¹									
6434-7							l j o k ¹									
6192-7							ɕ Ø t ¹									
2231-7							p aː t ¹									
5116-7							ts u ¹									
7297-7							Ø u p ¹									
3731-7							p e k ¹									
748-7							ˀn a m ¹									
2180-7							Ø a m ¹									
4107-7							ˀd a m ¹									
2688-7							k o n ¹									
616-7							k i ŋ ¹									
1898-7							ˀd a k ¹									
203-7							m ai ¹									
897-7							Ø j a ¹									
10189-7							ɕ e n ¹									
1592-7							Ø o k ¹									
6088-7							t j a ŋ ¹									
2975-7							ˀd aː ŋ ¹									
6714-7							Ø u m ¹									
731-7							q a m ¹									
2722-7							j u ¹									
5637-7							Ø aː t ¹									
765-7							j i k ¹									
1695-7							Ø i m ¹									
2112-7							s j u ¹									
6634-7							m a ¹									
7331-7							ˀn a ¹									
7348-7							Ø aː ŋ ¹									
6527-7							t i ¹									
3568-7							ts a n ¹									
4378-7							ɣ aːi ¹									
6292-7							ˀd j Ø n ¹									
3585-7							Ø aː ŋ ¹									
4428-7							ˀd a m ¹									
7046-7							ɕ a ŋ ¹									
1915-7							ʔ j a m ¹									
4518-7							k u ŋ ¹									
2516-7							s j Ø ¹									
4480-7							Ø aː n ¹									
2499-7							Ø j aː k ¹									
5584-7							Ø o ¹									
2429-7							Ø Ø ¹									
5224-7							q aːu ¹									
3464-7							Ø a k ¹									
10142-7							t o ŋ ¹									
7159-7							Ø a n ¹									
6599-7							ˀn Ø ¹									
10207-7							m u ¹									
6837-7							Ø Ø n ¹									
2654-7							Ø i ¹									
367-7							Ø u k ¹									
5858-7							ˀn j a ¹									
5944-7							Ø aː ŋ ¹									
7138-7							ʔ Ø ¹									
4845-7							j a ¹									
10570-7							k Ø ¹									
5300-7							Ø j Ø n ¹									
1748-7							Ø i t ¹									
3532-7							t u ¹									
310-7							t e ¹									
4321-7							t a p ¹									
6685-7							Ø aːu ¹									
89-7							k a ¹									
153-7							Ø Ø ¹									
120-7							m j u ¹									
50-7							ʔ j aːi ¹									
4947-7							ˀd aː n ¹									
8866-7							l j Ø k ¹									
9165-7							ˀd aː k ¹									
9765-7							Ø o t ¹									
7520-7							ɣ aːu ¹									
8565-7							Ø u ŋ ¹									
8646-7							ts a m ¹									
9686-7							t j Ø t ¹									
10108-7							Ø j Ø t ¹									
10073-7							t a m ¹									
1536-7							l j u ¹									
9131-7							Ø aː k ¹									
8799-7							ɣ o ¹									
9721-7							t ai ¹									
8448-7							l aː m ¹									
1138-7							ts j e n ¹									
1502-7							Ø i t ¹									
3109-7							ˀd j a m ¹									
3334-7							Ø a ¹									
3748-7							ʔ j aː k ¹									
3015-7							t i k ¹									
5031-7							Ø j ai ¹									
1553-7							q o m ¹									
224-7							t Ø i ¹									
5185-7							ˀn a m ¹									
1933-7							Ø i ¹									
2939-7							ˀd o ŋ ¹									
2551-7							k a ŋ ¹									
1646-7							Ø Ø ¹									
5552-7							Ø a k ¹									
3159-7							Ø a ¹									
5876-7							Ø Ø ¹									
4862-7							p aː k ¹									
4008-7							q u Ø ¹									
3875-7							Ø aːi ¹									
6036-7							ˀd w a ¹									
6398-7							l j e m ¹									
492-7							t j e m ¹									
1627-7							Ø u ŋ ¹									
5927-7							Ø u m ¹									
3951-7							m ai ¹									
3049-7							m aː ŋ ¹									
6684-7							l aː k ¹									
1850-7							l Ø k ¹									
3262-7							l Ø k ¹									
8260-7							ts j e Ø ¹									
9564-7							Ø Ø ¹									
9443-7							Ø aːu ¹									
7650-7							ts e t ¹									
7683-7							ts a m ¹									
8616-7							ˀn a ŋ ¹									
11112-7							Ø a ¹									
11163-7							m a n ¹									
11130-7							m a n ¹									
7315-7							ts a ¹									
5241-7							t i ¹									
3696-7							ˀd u ¹									
1610-7							ɣ aː ŋ ¹									
5722-7							Ø aː n ¹									
3317-7							ɕ u ¹									
4142-7							Ø ɜ t ¹									
5705-7							ˀd j u p ¹									
6242-7							ˀd j ai ¹									
1344-7							ɣ aː ŋ ¹									
3194-7							ˀd aːi ¹									
6158-7							ˀd j Ø ¹									
2821-7							l j Ø n ¹									
4039-7							m i t ¹									
10503-7							Ø aː ŋ ¹									
8399-7							Ø a ¹									
9782-7							Ø Ø t ¹									
9751-7							p j Ø k ¹									
1037-7							Ø aːi ¹									
10733-7							ʔ ai ¹									
1367-7							l i ŋ ¹									
4218-7							ˀd j Ø ¹									
6053-7							ˀn a ŋ ¹									
6469-7							ɣ u m ¹									
532-7							p i ¹									
1416-7							l a m ¹									
5334-7							p o ¹									
