ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	COGNACY
839	161_flesh	flesh	WrittenBurmese	Written_Burmese	sa:	sa:	s aː	oldb1235	21.16	94.90	Sino-Tibetan	241	241
840	161_flesh	flesh	Zaiwa	Zaiwa	ʃɔ³¹	ʃɔ³¹	ʃ ɔ ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	241	241
1479	285_float	float	Lashi	Lashi	mjũ³	mjũ³	m j ũ ³	lash1243	24.45	98.6	Sino-Tibetan	420	420
1480	285_float	float	Maru	Maru	mjuŋ⁵⁴	mjuŋ⁵⁴	m j u ŋ ⁵⁴	maru1249	24.45	98.6	Sino-Tibetan	420	420
1481	285_float	float	WrittenBurmese	Written_Burmese	mjau:	mjau:	m j aːu	oldb1235	21.16	94.90	Sino-Tibetan	420	420
1488	287_flow	flow	Achang	Achang	jau³¹	jau³¹	j au ³¹	acha1249	24.25	97.8333	Sino-Tibetan	423	423
1489	287_flow	flow	Lashi	Lashi	jau³¹ njɛ²¹	jau³¹ njɛ²¹	j au ³¹ + n j ɛ ²¹	lash1243	24.45	98.6	Sino-Tibetan	423 424	423 424
1490	287_flow	flow	Maru	Maru	jọk⁵ na⁴³	jọk⁵ na⁴³	j o̰ k ⁵ + n a ⁴³	maru1249	24.45	98.6	Sino-Tibetan	423 424	423 424
1491	287_flow	flow	WrittenBurmese	Written_Burmese	kjaˀ	kjaˀ	k j aˀ	oldb1235	21.16	94.90	Sino-Tibetan	423	423
1492	287_flow	flow	Zaiwa	Zaiwa	ɂʊ̣t⁵ mjui²¹	ɂʊ̣t⁵ mjui²¹	ʔ ʊ̰ t ⁵ + m j u/w i ²¹	zaiw1241	24.45	98.6	Sino-Tibetan	423 424	423 424
234	44_flower	flower	Achang	Achang	pan³⁴	pan³⁴	p a n ³⁴	acha1249	24.25	97.8333	Sino-Tibetan	70	70
235	44_flower	flower	Bela	Bela	pje⁵²	pje⁵²	p j e ⁵²	pela1242	24.45	98.6	Sino-Tibetan	70	70
236	44_flower	flower	Lashi	Lashi	bain⁴	bain⁴	b ai n ⁴	lash1243	24.45	98.6	Sino-Tibetan	70	70
237	44_flower	flower	Maru	Maru	pẹn⁴	pẹn⁴	p ḛ n ⁴	maru1249	24.45	98.6	Sino-Tibetan	70	70
238	44_flower	flower	Phon	Phon	pɛ³¹	pɛ³¹	p ɛ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	70	70
239	44_flower	flower	WrittenBurmese	Written_Burmese	pan:	pan:	p a nː/n	oldb1235	21.16	94.90	Sino-Tibetan	70	70
240	44_flower	flower	Zaiwa	Zaiwa	ban³²	ban³²	b a n ³²	zaiw1241	24.45	98.6	Sino-Tibetan	70	70
508	97_fly	fly	Achang	Achang	daŋ³	daŋ³	d a ŋ ³	acha1249	24.25	97.8333	Sino-Tibetan	148	148
509	97_fly	fly	Lashi	Lashi	daŋ³	daŋ³	d a ŋ ³	lash1243	24.45	98.6	Sino-Tibetan	148	148
510	97_fly	fly	Maru	Maru	da⁴	da⁴	d a ⁴	maru1249	24.45	98.6	Sino-Tibetan	148	148
511	97_fly	fly	WrittenBurmese	Written_Burmese	pjam	pjam	p j a m	oldb1235	21.16	94.90	Sino-Tibetan	148	148
512	97_fly	fly	Zaiwa	Zaiwa	daŋ⁵³	daŋ⁵³	d a ŋ ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	148	148
601	116_flyinsect	fly (insect)	Achang	Achang	jaŋ³ kʰuŋ⁵	jaŋ³ kʰuŋ⁵	j a ŋ ³ + kʰ u ŋ ⁵	acha1249	24.25	97.8333	Sino-Tibetan	171 172	171 172
602	116_flyinsect	fly (insect)	Bela	Bela	joŋ	joŋ	j o ŋ	pela1242	24.45	98.6	Sino-Tibetan	171	171
603	116_flyinsect	fly (insect)	Lashi	Lashi	jaŋ³ kʰoŋ⁵	jaŋ³ kʰoŋ⁵	j a ŋ ³ + kʰ o ŋ ⁵	lash1243	24.45	98.6	Sino-Tibetan	171 172	171 172
604	116_flyinsect	fly (insect)	Phon	Phon	jo⁵⁵ kə	jo⁵⁵ kə	j o ⁵⁵ + k ə	hpon1238	25.3248194	97.3544031	Sino-Tibetan	171 172	171 172
605	116_flyinsect	fly (insect)	WrittenBurmese	Written_Burmese	jaŋ	jaŋ	j a ŋ	oldb1235	21.16	94.90	Sino-Tibetan	171	171
606	116_flyinsect	fly (insect)	Zaiwa	Zaiwa	jaŋ³² kʰuŋ³¹	jaŋ³² kʰuŋ³¹	j a ŋ ³² + kʰ u ŋ ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	171 172	171 172
812	157_foot	foot	Achang	Achang	kʰjei³	kʰjei³	kʰ j ei ³	acha1249	24.25	97.8333	Sino-Tibetan	235	235
813	157_foot	foot	Bela	Bela	kʰi³	kʰi³	kʰ i ³	pela1242	24.45	98.6	Sino-Tibetan	235	235
814	157_foot	foot	Lashi	Lashi	kʰje⁵³	kʰje⁵³	kʰ j e ⁵³	lash1243	24.45	98.6	Sino-Tibetan	235	235
815	157_foot	foot	Maru	Maru	kʰit⁵³	kʰit⁵³	kʰ i t ⁵³	maru1249	24.45	98.6	Sino-Tibetan	235	235
816	157_foot	foot	Phon	Phon	kʰi⁵⁵	kʰi⁵⁵	kʰ i ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	235	235
817	157_foot	foot	WrittenBurmese	Written_Burmese	kʰre	kʰre	kʰ r e	oldb1235	21.16	94.90	Sino-Tibetan	235	235
818	157_foot	foot	Zaiwa	Zaiwa	kʰji⁵³	kʰji⁵³	kʰ j i ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	235	235
644	123_forehead	forehead	Achang	Achang	ŋa³ laŋ³	ŋa³ laŋ³	ŋ a ³ + l a ŋ ³	acha1249	24.25	97.8333	Sino-Tibetan	186 187	186 187
645	123_forehead	forehead	Lashi	Lashi	ŋə³ laŋ³	ŋə³ laŋ³	ŋ ə ³ + l a ŋ ³	lash1243	24.45	98.6	Sino-Tibetan	186 187	186 187
646	123_forehead	forehead	Maru	Maru	ŋa³ la²	ŋa³ la²	ŋ a ³ + l a ²	maru1249	24.45	98.6	Sino-Tibetan	186 187	186 187
647	123_forehead	forehead	WrittenBurmese	Written_Burmese	naˀ kʰauŋ:	naˀ kʰauŋ:	n aˀ + kʰ au ŋː/ŋ	oldb1235	21.16	94.90	Sino-Tibetan	186 187	186 187
648	123_forehead	forehead	Zaiwa	Zaiwa	ŋɔt³ laŋ³¹	ŋɔt³ laŋ³¹	ŋ ɔ t ³ + l a ŋ ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	186 187	186 187
193	37_forest	forest	Lashi	Lashi	gjɛm⁵³ kʰau³²	gjɛm⁵³ kʰau³²	g j ɛ m ⁵³ + kʰ au ³²	lash1243	24.45	98.6	Sino-Tibetan	59 60	59 60
194	37_forest	forest	Maru	Maru	dʒam⁴ tʰa⁴	dʒam⁴ tʰa⁴	dʒ a m ⁴ + tʰ a ⁴	maru1249	24.45	98.6	Sino-Tibetan	59 61	59 61
195	37_forest	forest	Achang	Achang	kʰjam⁴¹	kʰjam⁴¹	kʰ j a m ⁴¹	acha1249	24.25	97.8333	Sino-Tibetan	60	60
196	37_forest	forest	WrittenBurmese	Written_Burmese	tau:	tau:	t aːu	oldb1235	21.16	94.90	Sino-Tibetan	61	61
1318	253_forget	forget	Achang	Achang	tɔ̣⁴⁵ njẹk⁵²	tɔ̣⁴⁵ njẹk⁵²	t ɔ̰ ⁴⁵ + n j ḛ k ⁵²	acha1249	24.25	97.8333	Sino-Tibetan	377 378	377 378
1319	253_forget	forget	Lashi	Lashi	dɔ³⁴ mjɛ̣ɂ⁵²	dɔ³⁴ mjɛ̣ɂ⁵²	d ɔ ³⁴ + m j ɛ̰ ʔ ⁵²	lash1243	24.45	98.6	Sino-Tibetan	377 378	377 378
1320	253_forget	forget	Maru	Maru	tọɂ⁵ mịt⁵⁴	tọɂ⁵ mịt⁵⁴	t o̰ ʔ ⁵ + m ḭ t ⁵⁴	maru1249	24.45	98.6	Sino-Tibetan	377 378	377 378
1321	253_forget	forget	Zaiwa	Zaiwa	tɔ̣⁵⁴ mị⁵³	tɔ̣⁵⁴ mị⁵³	t ɔ̰ ⁵⁴ + m ḭ ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	377 378	377 378
1322	253_forget	forget	WrittenBurmese	Written_Burmese	meˀ	meˀ	m eˀ	oldb1235	21.16	94.90	Sino-Tibetan	378	378
1679	325_fourpeople	four (people)	Achang	Achang	njei³	njei³	n j ei ³	acha1249	24.25	97.8333	Sino-Tibetan	474	474
1680	325_fourpeople	four (people)	Bela	Bela	mi⁵²	mi⁵²	m i ⁵²	pela1242	24.45	98.6	Sino-Tibetan	474	474
1681	325_fourpeople	four (people)	Lashi	Lashi	mje⁴	mje⁴	m j e ⁴	lash1243	24.45	98.6	Sino-Tibetan	474	474
1682	325_fourpeople	four (people)	Phon	Phon	ɲi³¹	ɲi³¹	ɲ i ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	474	474
1683	325_fourpeople	four (people)	Zaiwa	Zaiwa	mi³²	mi³²	m i ³²	zaiw1241	24.45	98.6	Sino-Tibetan	474	474
952	181_friend	friend	Achang	Achang	djɛn³¹ tʃʰaŋ⁵	djɛn³¹ tʃʰaŋ⁵	d j ɛ n ³¹ + tʃʰ a ŋ ⁵	acha1249	24.25	97.8333	Sino-Tibetan	276 277	276 277
953	181_friend	friend	Bela	Bela	pui³	pui³	p u/w i ³	pela1242	24.45	98.6	Sino-Tibetan	276	276
954	181_friend	friend	Lashi	Lashi	bjeŋ⁵³ tʃʰaŋ⁵	bjeŋ⁵³ tʃʰaŋ⁵	b j e ŋ ⁵³ + tʃʰ a ŋ ⁵	lash1243	24.45	98.6	Sino-Tibetan	276 277	276 277
955	181_friend	friend	Maru	Maru	bjɪn²¹ tʃʰa²	bjɪn²¹ tʃʰa²	b j ɪ n ²¹ + tʃʰ a ²	maru1249	24.45	98.6	Sino-Tibetan	276 277	276 277
956	181_friend	friend	WrittenBurmese	Written_Burmese	cʰwe	cʰwe	c e	oldb1235	21.16	94.90	Sino-Tibetan	277	277
957	181_friend	friend	Zaiwa	Zaiwa	dzum³	dzum³	d z u m ³	zaiw1241	24.45	98.6	Sino-Tibetan	277	277
547	106_frog	frog	Achang	Achang	pụ⁵	pụ⁵	p ṵ ⁵	acha1249	24.25	97.8333	Sino-Tibetan	157	157
548	106_frog	frog	Bela	Bela	pa²³	pa²³	p a ²³	pela1242	24.45	98.6	Sino-Tibetan	157	157
549	106_frog	frog	Lashi	Lashi	pu⁵	pu⁵	p u ⁵	lash1243	24.45	98.6	Sino-Tibetan	157	157
550	106_frog	frog	Maru	Maru	pọ³	pọ³	p o̰ ³	maru1249	24.45	98.6	Sino-Tibetan	157	157
551	106_frog	frog	Phon	Phon	pa³¹	pa³¹	p a ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	157	157
552	106_frog	frog	WrittenBurmese	Written_Burmese	pʰa:	pʰa:	pʰ aː	oldb1235	21.16	94.90	Sino-Tibetan	157	157
553	106_frog	frog	Zaiwa	Zaiwa	bɔ³¹	bɔ³¹	b ɔ ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	157	157
241	45_fruit	fruit	Achang	Achang	ʃi⁵	ʃi⁵	ʃ i ⁵	acha1249	24.25	97.8333	Sino-Tibetan	71	71
242	45_fruit	fruit	Lashi	Lashi	ʃi⁴	ʃi⁴	ʃ i ⁴	lash1243	24.45	98.6	Sino-Tibetan	71	71
243	45_fruit	fruit	Maru	Maru	ʃi⁴³	ʃi⁴³	ʃ i ⁴³	maru1249	24.45	98.6	Sino-Tibetan	71	71
244	45_fruit	fruit	Phon	Phon	ʃi³¹	ʃi³¹	ʃ i ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	71	71
245	45_fruit	fruit	WrittenBurmese	Written_Burmese	si:	si:	s iː	oldb1235	21.16	94.90	Sino-Tibetan	71	71
246	45_fruit	fruit	Zaiwa	Zaiwa	ʃi³¹	ʃi³¹	ʃ i ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	71	71
1838	354_full	full	Achang	Achang	djeŋ⁵	djeŋ⁵	d j e ŋ ⁵	acha1249	24.25	97.8333	Sino-Tibetan	510	510
1839	354_full	full	Lashi	Lashi	bjəŋ⁴	bjəŋ⁴	b j ə ŋ ⁴	lash1243	24.45	98.6	Sino-Tibetan	510	510
1840	354_full	full	Maru	Maru	bjaŋ³⁴	bjaŋ³⁴	b j a ŋ ³⁴	maru1249	24.45	98.6	Sino-Tibetan	510	510
1841	354_full	full	Phon	Phon	pjaiŋ³¹	pjaiŋ³¹	p j ai ŋ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	510	510
1842	354_full	full	WrittenBurmese	Written_Burmese	pruiŋ:	pruiŋ:	p r u/w i ŋː/ŋ	oldb1235	21.16	94.90	Sino-Tibetan	510	510
1843	354_full	full	Zaiwa	Zaiwa	biŋ³⁴	biŋ³⁴	b i ŋ ³⁴	zaiw1241	24.45	98.6	Sino-Tibetan	510	510
1211	230_fullorsatisfied	full or satisfied	Lashi	Lashi	gi³	gi³	g i ³	lash1243	24.45	98.6	Sino-Tibetan	345	345
1212	230_fullorsatisfied	full or satisfied	Maru	Maru	kʰi⁵⁴	kʰi⁵⁴	kʰ i ⁵⁴	maru1249	24.45	98.6	Sino-Tibetan	345	345
1213	230_fullorsatisfied	full or satisfied	Zaiwa	Zaiwa	gi³¹	gi³¹	g i ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	345	345
338	65_garlic	garlic	Achang	Achang	hu⁵ son³	hu⁵ son³	h u ⁵ + s o n ³	acha1249	24.25	97.8333	Sino-Tibetan	99 100	99 100
339	65_garlic	garlic	Lashi	Lashi	hø⁵ soin⁴² pʰju²¹	hø⁵ soin⁴² pʰju²¹	h ø ⁵ + s oi n ⁴² + pʰ j u ²¹	lash1243	24.45	98.6	Sino-Tibetan	99 100 101	99 100 101
340	65_garlic	garlic	Maru	Maru	hau³ pʰju⁵¹	hau³ pʰju⁵¹	h au ³ + pʰ j u ⁵¹	maru1249	24.45	98.6	Sino-Tibetan	99 101	99 101
341	65_garlic	garlic	Zaiwa	Zaiwa	hu³ sʊn⁵⁴ pʰju⁵¹	hu³ sʊn⁵⁴ pʰju⁵¹	h u ³ + s ʊ n ⁵⁴ + pʰ j u ⁵¹	zaiw1241	24.45	98.6	Sino-Tibetan	99 100 101	99 100 101
342	65_garlic	garlic	Bela	Bela	saun²³	saun²³	s au n ²³	pela1242	24.45	98.6	Sino-Tibetan	100	100
343	65_garlic	garlic	Phon	Phon	ʃwe³¹ pʰju⁵⁵	ʃwe³¹ pʰju⁵⁵	ʃ w e ³¹ + pʰ j u ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	100 101	100 101
344	65_garlic	garlic	WrittenBurmese	Written_Burmese	swan	swan	s w a n	oldb1235	21.16	94.90	Sino-Tibetan	100	100
1406	270_ghost	ghost	Achang	Achang	si³ djɔ³¹	si³ djɔ³¹	s i ³ + d j ɔ ³¹	acha1249	24.25	97.8333	Sino-Tibetan	402 403	402 403
1407	270_ghost	ghost	Lashi	Lashi	sə³ bju³¹	sə³ bju³¹	s ə ³ + b j u ³¹	lash1243	24.45	98.6	Sino-Tibetan	402 403	402 403
1408	270_ghost	ghost	Maru	Maru	səp² bjɔ³¹	səp² bjɔ³¹	s ə p ² + b j ɔ ³¹	maru1249	24.45	98.6	Sino-Tibetan	402 403	402 403
1409	270_ghost	ghost	Zaiwa	Zaiwa	ʃə⁴ bjɔ⁵¹	ʃə⁴ bjɔ⁵¹	ʃ ə ⁴ + b j ɔ ⁵¹	zaiw1241	24.45	98.6	Sino-Tibetan	402 403	402 403
1410	270_ghost	ghost	Bela	Bela	jui³	jui³	j u/w i ³	pela1242	24.45	98.6	Sino-Tibetan	403	403
402	77_gibbon	gibbon	Lashi	Lashi	nɔ̃ɂ³¹	nɔ̃ɂ³¹	n ɔ̃ ʔ ³¹	lash1243	24.45	98.6	Sino-Tibetan	123	123
403	77_gibbon	gibbon	Zaiwa	Zaiwa	nɔɂ³²	nɔɂ³²	n ɔ ʔ ³²	zaiw1241	24.45	98.6	Sino-Tibetan	123	123
331	64_ginger	ginger	Achang	Achang	tʃʰaŋ⁵	tʃʰaŋ⁵	tʃʰ a ŋ ⁵	acha1249	24.25	97.8333	Sino-Tibetan	97	97
332	64_ginger	ginger	Bela	Bela	tʃʰaŋ²³	tʃʰaŋ²³	tʃʰ a ŋ ²³	pela1242	24.45	98.6	Sino-Tibetan	97	97
333	64_ginger	ginger	Lashi	Lashi	tʃʰaŋ⁵⁴ gɔɂ⁵²	tʃʰaŋ⁵⁴ gɔɂ⁵²	tʃʰ a ŋ ⁵⁴ + g ɔ ʔ ⁵²	lash1243	24.45	98.6	Sino-Tibetan	97 98	97 98
334	64_ginger	ginger	Maru	Maru	tʃʰa³ kọɂ⁵⁴	tʃʰa³ kọɂ⁵⁴	tʃʰ a ³ + k o̰ ʔ ⁵⁴	maru1249	24.45	98.6	Sino-Tibetan	97 98	97 98
335	64_ginger	ginger	Phon	Phon	ʃo³¹ kə	ʃo³¹ kə	ʃ o ³¹ + k ə	hpon1238	25.3248194	97.3544031	Sino-Tibetan	97 98	97 98
336	64_ginger	ginger	WrittenBurmese	Written_Burmese	kʰjaŋ:	kʰjaŋ:	kʰ j a ŋː/ŋ	oldb1235	21.16	94.90	Sino-Tibetan	97	97
337	64_ginger	ginger	Zaiwa	Zaiwa	tʃʰaŋ³¹	tʃʰaŋ³¹	tʃʰ a ŋ ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	97	97
1493	288_give	give	Achang	Achang	dje³	dje³	d j e ³	acha1249	24.25	97.8333	Sino-Tibetan	425	425
1494	288_give	give	Lashi	Lashi	bje³	bje³	b j e ³	lash1243	24.45	98.6	Sino-Tibetan	425	425
1495	288_give	give	Maru	Maru	pjit⁵⁴	pjit⁵⁴	p j i t ⁵⁴	maru1249	24.45	98.6	Sino-Tibetan	425	425
1496	288_give	give	Phon	Phon	pe³¹	pe³¹	p e ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	425	425
1497	288_give	give	WrittenBurmese	Written_Burmese	pe:	pe:	p eː	oldb1235	21.16	94.90	Sino-Tibetan	425	425
1498	288_give	give	Zaiwa	Zaiwa	bi⁵³	bi⁵³	b i ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	425	425
164	32_gold	gold	Achang	Achang	xjen³	xjen³	x j e n ³	acha1249	24.25	97.8333	Sino-Tibetan	50	50
165	32_gold	gold	Bela	Bela	xaŋ³	xaŋ³	x a ŋ ³	pela1242	24.45	98.6	Sino-Tibetan	50	50
166	32_gold	gold	Lashi	Lashi	ʃəŋ⁵²	ʃəŋ⁵²	ʃ ə ŋ ⁵²	lash1243	24.45	98.6	Sino-Tibetan	50	50
167	32_gold	gold	Maru	Maru	xaŋ⁴²	xaŋ⁴²	x a ŋ ⁴²	maru1249	24.45	98.6	Sino-Tibetan	50	50
168	32_gold	gold	Phon	Phon	ʃaiŋ⁵⁵	ʃaiŋ⁵⁵	ʃ ai ŋ ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	50	50
169	32_gold	gold	WrittenBurmese	Written_Burmese	hrwe	hrwe	h r w e	oldb1235	21.16	94.90	Sino-Tibetan	50	50
170	32_gold	gold	Zaiwa	Zaiwa	hɯŋ⁵³	hɯŋ⁵³	h ɯ ŋ ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	50	50
1136	217_gong	gong	Achang	Achang	maŋ⁵	maŋ⁵	m a ŋ ⁵	acha1249	24.25	97.8333	Sino-Tibetan	329	329
1137	217_gong	gong	Lashi	Lashi	maŋ³⁴	maŋ³⁴	m a ŋ ³⁴	lash1243	24.45	98.6	Sino-Tibetan	329	329
1138	217_gong	gong	Maru	Maru	ma³⁴³	ma³⁴³	m a ³⁴³	maru1249	24.45	98.6	Sino-Tibetan	329	329
1139	217_gong	gong	Phon	Phon	mɔŋ³¹	mɔŋ³¹	m ɔ ŋ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	329	329
2052	399_good	good	Achang	Achang	gi³¹	gi³¹	g i ³¹	acha1249	24.25	97.8333	Sino-Tibetan	568	568
2053	399_good	good	Lashi	Lashi	ge³¹	ge³¹	g e ³¹	lash1243	24.45	98.6	Sino-Tibetan	568	568
2054	399_good	good	Maru	Maru	gai²	gai²	g ai ²	maru1249	24.45	98.6	Sino-Tibetan	568	568
2055	399_good	good	Phon	Phon	kɔŋ³¹	kɔŋ³¹	k ɔ ŋ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	568	568
2056	399_good	good	WrittenBurmese	Written_Burmese	kauŋ:	kauŋ:	k au ŋː/ŋ	oldb1235	21.16	94.90	Sino-Tibetan	568	568
2057	399_good	good	Zaiwa	Zaiwa	ge³¹	ge³¹	g e ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	568	568
254	47_grass	grass	Achang	Achang	mạn²⁵	mạn²⁵	m a̰ n ²⁵	acha1249	24.25	97.8333	Sino-Tibetan	75	75
255	47_grass	grass	Bela	Bela	mẹ²³	mẹ²³	m ḛ ²³	pela1242	24.45	98.6	Sino-Tibetan	75	75
256	47_grass	grass	Lashi	Lashi	mjɔɂ²	mjɔɂ²	m j ɔ ʔ ²	lash1243	24.45	98.6	Sino-Tibetan	75	75
257	47_grass	grass	Maru	Maru	mjoɂ²⁴	mjoɂ²⁴	m j o ʔ ²⁴	maru1249	24.45	98.6	Sino-Tibetan	75	75
258	47_grass	grass	Phon	Phon	mjoɂ³¹	mjoɂ³¹	m j o ʔ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	75	75
259	47_grass	grass	WrittenBurmese	Written_Burmese	mrak	mrak	m r a k	oldb1235	21.16	94.90	Sino-Tibetan	75	75
260	47_grass	grass	Zaiwa	Zaiwa	mjɔɂ³¹	mjɔɂ³¹	m j ɔ ʔ ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	75	75
1906	365_green	green	Achang	Achang	njæu³¹	njæu³¹	n j æu ³¹	acha1249	24.25	97.8333	Sino-Tibetan	525	525
1907	365_green	green	Bela	Bela	njụŋ³	njụŋ³	n j ṵ ŋ ³	pela1242	24.45	98.6	Sino-Tibetan	525	525
1908	365_green	green	Lashi	Lashi	njau³¹	njau³¹	n j au ³¹	lash1243	24.45	98.6	Sino-Tibetan	525	525
1909	365_green	green	Maru	Maru	njọɂ⁴²	njọɂ⁴²	n j o̰ ʔ ⁴²	maru1249	24.45	98.6	Sino-Tibetan	525	525
1910	365_green	green	WrittenBurmese	Written_Burmese	njui	njui	n j u/w i	oldb1235	21.16	94.90	Sino-Tibetan	525	525
1911	365_green	green	Zaiwa	Zaiwa	njui³²	njui³²	n j u/w i ³²	zaiw1241	24.45	98.6	Sino-Tibetan	525	525
1543	299_grind	grind	Bela	Bela	lui²³	lui²³	l u/w i ²³	pela1242	24.45	98.6	Sino-Tibetan	439	439
1544	299_grind	grind	Lashi	Lashi	lə̣ŋ³²	lə̣ŋ³²	l ə̰ ŋ ³²	lash1243	24.45	98.6	Sino-Tibetan	439	439
1545	299_grind	grind	WrittenBurmese	Written_Burmese	kraɲ	kraɲ	k r a ɲ	oldb1235	21.16	94.90	Sino-Tibetan	439	439
704	134_gums	gums	Achang	Achang	njeŋ³¹	njeŋ³¹	n j e ŋ ³¹	acha1249	24.25	97.8333	Sino-Tibetan	202	202
705	134_gums	gums	Maru	Maru	njɛn³¹	njɛn³¹	n j ɛ n ³¹	maru1249	24.45	98.6	Sino-Tibetan	202	202
637	122_hair	hair	Achang	Achang	tsʰam³	tsʰam³	tsʰ a m ³	acha1249	24.25	97.8333	Sino-Tibetan	185	185
638	122_hair	hair	Bela	Bela	tsʰi³	tsʰi³	tsʰ i ³	pela1242	24.45	98.6	Sino-Tibetan	185	185
639	122_hair	hair	Lashi	Lashi	tsʰæm⁵³	tsʰæm⁵³	tsʰ æ m ⁵³	lash1243	24.45	98.6	Sino-Tibetan	185	185
640	122_hair	hair	Maru	Maru	tsʰe⁴¹	tsʰe⁴¹	tsʰ e ⁴¹	maru1249	24.45	98.6	Sino-Tibetan	185	185
641	122_hair	hair	Phon	Phon	sʰɛ⁵⁵	sʰɛ⁵⁵	sʰ ɛ ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	185	185
642	122_hair	hair	WrittenBurmese	Written_Burmese	cʰam	cʰam	tsʰ a m	oldb1235	21.16	94.90	Sino-Tibetan	185	185
643	122_hair	hair	Zaiwa	Zaiwa	tsʰam⁵³	tsʰam⁵³	tsʰ a m ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	185	185
1751	338_half	half	Achang	Achang	gɔ⁵ ji⁵	gɔ⁵ ji⁵	g ɔ ⁵ + j i ⁵	acha1249	24.25	97.8333	Sino-Tibetan	492 493	492 493
1752	338_half	half	Lashi	Lashi	gɔ³ ji³	gɔ³ ji³	g ɔ ³ + j i ³	lash1243	24.45	98.6	Sino-Tibetan	492 493	492 493
1753	338_half	half	Maru	Maru	gauŋ³ ɣi³⁵	gauŋ³ ɣi³⁵	g au ŋ ³ + ɣ i ³⁵	maru1249	24.45	98.6	Sino-Tibetan	492 493	492 493
1754	338_half	half	Zaiwa	Zaiwa	βʷi⁴	βʷi⁴	β w i ⁴	zaiw1241	24.45	98.6	Sino-Tibetan	493	493
761	145_hand	hand	Achang	Achang	lɔɂ⁴²	lɔɂ⁴²	l ɔ ʔ ⁴²	acha1249	24.25	97.8333	Sino-Tibetan	218	218
762	145_hand	hand	Bela	Bela	lạ⁵²	lạ⁵²	l a̰ ⁵²	pela1242	24.45	98.6	Sino-Tibetan	218	218
763	145_hand	hand	Lashi	Lashi	lɔ̣ɂ³	lɔ̣ɂ³	l ɔ̰ ʔ ³	lash1243	24.45	98.6	Sino-Tibetan	218	218
764	145_hand	hand	Maru	Maru	loɂ³²	loɂ³²	l o ʔ ³²	maru1249	24.45	98.6	Sino-Tibetan	218	218
765	145_hand	hand	Phon	Phon	lʊɂ³¹	lʊɂ³¹	l ʊ ʔ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	218	218
766	145_hand	hand	WrittenBurmese	Written_Burmese	lak	lak	l a k	oldb1235	21.16	94.90	Sino-Tibetan	218	218
767	145_hand	hand	Zaiwa	Zaiwa	lɔɂ³²	lɔɂ³²	l ɔ ʔ ³²	zaiw1241	24.45	98.6	Sino-Tibetan	218	218
2008	387_hard	hard	Achang	Achang	tʰan³	tʰan³	tʰ a n ³	acha1249	24.25	97.8333	Sino-Tibetan	553	553
2009	387_hard	hard	Lashi	Lashi	tʰãɪ²	tʰãɪ²	tʰ ãɪ ²	lash1243	24.45	98.6	Sino-Tibetan	553	553
2010	387_hard	hard	Zaiwa	Zaiwa	tʰan³²	tʰan³²	tʰ a n ³²	zaiw1241	24.45	98.6	Sino-Tibetan	553	553
1330	256_hate	hate	Lashi	Lashi	ɂa²	ɂa²	ʔ a ²	lash1243	24.45	98.6	Sino-Tibetan	383	383
1331	256_hate	hate	Zaiwa	Zaiwa	ɂa²	ɂa²	ʔ a ²	zaiw1241	24.45	98.6	Sino-Tibetan	383	383
619	119_head	head	Achang	Achang	ɂut⁵ lɔm⁵³	ɂut⁵ lɔm⁵³	ʔ u t ⁵ + l ɔ m ⁵³	acha1249	24.25	97.8333	Sino-Tibetan	179 180	179 180
